Candidate,Education,PC_CODE
Subodh Purty,8th Pass,11
"Subramani, D.",12th Pass,25
Subramani.S,10th Pass,16
Subramanian @ S.S.S.Mani.S,12th Pass,38
Subramanian.K,5th Pass,38
"Subramaniyam, P.",Literate,19
Subramaniyan A,Graduate Professional,11
Subramaniyan G.R,Post Graduate,16
Subramanya Gowda K.,10th Pass,17
Subrat Pathak,Graduate,42
Subrata Adhikary,10th Pass,5
Subrata Bakshi,Graduate Professional,23
Subu Kechi,Graduate Professional,1
Sucha Singh Chhotepur,Graduate,1
Sucha Singh Mann,8th Pass,3
Sucharita Mohanty,Post Graduate,17
Suchit Gond,12th Pass,72
Sudarshan Bhagat,Graduate,12
Sudatta,10th Pass,17
Suday Yadav,10th Pass,36
Sudeep Roy,Post Graduate,12
Sudesh Kumar Mahto,Post Graduate,8
Sudha Rai,Doctorate,72
Sudhakar Kanamadi,Graduate,4
Sudhakar Namdeorao Ghayawan,12th Pass,14
Sudhakar Narayan Shinde,Post Graduate,24
Sudhamanirathinem,Post Graduate,27
Sudhan Kumar,Graduate,12
Sudhanshu Suman,Post Graduate,4
Sudhansu Shekhar Bhaskar,Doctorate,40
Sudharshnar.K,Graduate,22
Sudheer Kanchan,Post Graduate,15
Sudhindra Chandra Dasgupta,Graduate,1
Sudhir Baban Surve,Graduate,5
Sudhir Chandwas,Graduate Professional,8
Sudhir Gautam,5th Pass,23
Sudhir Gupta,Post Graduate,23
Sudhir Kumar Murmu,10th Pass,36
Sudhir Kumar Samal,8th Pass,9
Sudhish L K,Graduate,15
Sudiip Ranjan Sen,Others,5
Sudip Bandyopadhyay,Graduate,24
Sudip Kumar Saha,Graduate Professional,21
Sufeera K. P.,8th Pass,10
Sugata Bose,Doctorate,22
Sugriv Chauhan,10th Pass,69
"Sugumar, K.",Graduate,8
Suhas Naik,Graduate Professional,1
Suhas Vishwasrao Deshmukh,Graduate,45
Sujan Chakraborty,Doctorate,22
Sujata Dutta,10th Pass,26
Sujay Ghatak,Graduate,4
Sujeet Jha,12th Pass,4
Sujeet Sangte,12th Pass,21
Sujit Kar,Graduate,40
Sujit Kumar Ghosh,Graduate,11
Sujit Kumar Lugun,12th Pass,4
Sujit Mallick,10th Pass,1
Sukamal Das,8th Pass,2
Sukanta Kumar Panigrahi,Post Graduate,13
Sukchara Nand,8th Pass,79
Sukh Dev,5th Pass,18
Sukhadiay Nathabhai Vallabhabhai,5th Pass,14
Sukhanayan,10th Pass,68
Sukharam Astkar Lanji,Post Graduate,15
Sukhbilas Barma,Doctorate,3
Sukhbir Singh,Post Graduate,6
Sukhbir Singh,10th Pass,8
Sukhbir Singh Jaunapuria,12th Pass,12
Sukhchain Chand,10th Pass,3
Sukhdev,Graduate Professional,33
Sukhdev Ram Sharma,10th Pass,12
Sukhdev Singh,Post Graduate,12
Sukhdev Singh Chohan,8th Pass,3
Sukhdev Singh Dhindsa,Graduate,12
Sukhnandan Deshkar,8th Pass,9
Sukhveer,5th Pass,10
Sukhvindra Singh,10th Pass,29
Sukhwant Singh,10th Pass,3
Sukhwinder Singh,12th Pass,11
Sukhwinder Singh,Graduate,1
Sukhwinder Singh Kotli,10th Pass,4
Sukhwinder Singh Sekhon,Graduate,7
Sukla Bhuimali,Post Graduate,17
Sukpalli Naveen,Graduate Professional,39
Sukumar Bala,Post Graduate,17
Sukumar Baral,12th Pass,25
Sukumar Mallick,12th Pass,15
Suleman,8th Pass,25
Sulochana Devi,Literate,39
Sultan Ahmed,Graduate,26
Suman Banerjee,8th Pass,7
Suman Kumar,Graduate,26
Suman Singh,10th Pass,6
Suman Verma,8th Pass,35
Sumant Kumar,Graduate,7
Sumedha Nand Saraswati,Others,5
Sumit Tewari,Graduate Professional,33
Sumitra Mahajan,Post Graduate,26
Sumitrabai Dashrath Pawar,Illiterate,39
Sundar Balkrishnan,Post Graduate,30
Sundar. G,5th Pass,2
Sundaram P.R,Graduate,16
Sundaram.S,10th Pass,9
Sundarraj.S,Graduate,24
Sunder,Literate,4
Sunder Lal Tiwari,Graduate Professional,10
Sunhari Lal,10th Pass,16
Sunil,8th Pass,14
Sunil,10th Pass,5
Sunil Agiwal,Graduate Professional,23
Sunil Alias Yashwant Vasant Pednekar,10th Pass,46
Sunil Bhadrawal,Graduate,1
Sunil Bharti,10th Pass,31
Sunil Borse,10th Pass,19
Sunil Chandra Naik,Graduate Professional,11
Sunil Chhikara,Graduate Professional,5
Sunil Dattu Pendor,Post Graduate,10
Sunil David Amravati,Graduate Professional,7
Sunil Digambar Kulkarni,Others,20
Sunil Dutt,12th Pass,10
Sunil Gautam,8th Pass,13
Sunil Gautam,Graduate,34
Sunil Gopal,Graduate Professional,3
Sunil Jakhar,Post Graduate,10
Sunil Kumar,Post Graduate,24
Sunil Kumar,8th Pass,5
Sunil Kumar,10th Pass,7
Sunil Kumar,Graduate,25
Sunil Kumar,12th Pass,31
Sunil Kumar,Graduate,7
Sunil Kumar Chalamalasetty,Post Graduate,23
Sunil Kumar Gupta,10th Pass,3
Sunil Kumar Kasana,12th Pass,2
Sunil Kumar Mondal,Graduate Professional,38
Sunil Kumar Purkait,12th Pass,39
Sunil Kumar Rao,Graduate,2
Sunil Kumar Singh,Post Graduate,4
Sunil Kumar Singh,Post Graduate,31
Sunil Massey,12th Pass,46
Sunil Pandit,8th Pass,4
Sunil Singh,Graduate Professional,35
Sunil Soni,12th Pass,11
Sunil Soren,12th Pass,2
Sunil Sourabh,Post Graduate,6
Sunil.V.J,10th Pass,24
Sunilkrishnan,Post Graduate,19
Sunirmal Basu,10th Pass,24
Sunita,Graduate,2
Sunita Chaudhary,10th Pass,4
Sunita Kumar,Graduate,17
Sunita Shakya,12th Pass,24
Sunita Sujata Nagpal,Graduate,27
Sunita Vijaykumar Ughade,Literate,42
Sunjoy Hans,10th Pass,18
Suparno Satpathy,Graduate,9
Supravat Biswas,Graduate,13
Supreeth Kumar Poojary,10th Pass,17
Supriya Sule,Graduate,35
Surae Soren,Doctorate,1
Suraiya Zaithoon,Others,25
Suraj Bhan,Post Graduate,11
Suraj Narayan Singh,Post Graduate,25
Suraj Vishwanath Kondarwad,Graduate Professional,15
Surapureddy Nagendra Sairam,Post Graduate,21
Surat Jaman Mondal,Others,4
Surekha Alias Suraiyya Shahin Shaikh,Graduate,44
Suren Murmu,8th Pass,7
Surender Kumar,12th Pass,3
Surender Kumar,Graduate,1
Surender Singh,Graduate,1
Surendra B. P.,Graduate,22
Surendra Kumar,Graduate,5
Surendra Kumar,Not Given,55
Surendra Kumar Chaudhary,Post Graduate,62
Surendra Kumar Jain,Graduate,13
Surendra Kumar Mishra,Graduate,51
Surendra Kumar Phulwariya,Post Graduate,5
Surendra Kumar Punia,Graduate Professional,5
Surendra Lal Singh,Post Graduate,1
Surendra Mehar,10th Pass,22
Surendra Mohan Agarwal,12th Pass,43
Surendra Nath,Graduate,42
Surendra Paswan,Post Graduate,17
Surendra Prasad Yadav,Not Given,36
Surendra Rajvanshi,Graduate,39
Surendra Ram,5th Pass,34
Surendra Ram,Literate,17
Surendra Singh,Post Graduate,9
Surendra Singh Patel,Literate,79
Surendrabhai Simabhai Gamit,10th Pass,23
Surendrajeet Singh Ahluwalia,Graduate Professional,4
Suresh,5th Pass,8
Suresh,8th Pass,14
Suresh,10th Pass,19
Suresh,8th Pass,19
Suresh,Graduate,12
Suresh Angadi,Graduate Professional,2
Suresh Baburao Veer,10th Pass,35
Suresh Chand Saaraswat,Post Graduate,40
Suresh Chandra Mishra,12th Pass,36
Suresh Choudhary,Post Graduate,22
Suresh Gandhi,12th Pass,34
Suresh Giga Dabhi,Literate,29
Suresh Gopinath Mhatre,12th Pass,23
Suresh Hiraman Ingale,Post Graduate,4
Suresh Kaluram Jadhav,8th Pass,23
Suresh Khopade,Graduate Professional,35
Suresh Kumar,Graduate,55
Suresh Kumar,Graduate,15
Suresh Kumar Ajad,Post Graduate,8
Suresh Kumar Goyal,Others,11
Suresh Kumar Shetkar,Graduate,5
Suresh Kumar. S,8th Pass,1
Suresh Kumar.S,Graduate Professional,38
Suresh Maharudrappa Mundargi,10th Pass,10
Suresh Pal,12th Pass,12
Suresh Parth Mane (Nana),12th Pass,44
Suresh Pasi,10th Pass,50
Suresh Paswan,10th Pass,3
Suresh Pujari,Post Graduate,3
Suresh Rai,8th Pass,11
Suresh Rajaram Mukhmale,12th Pass,14
Suresh Shamrao Ghadge,Literate,43
Suresh Sharma,10th Pass,8
Suresh Toppo,Graduate,8
Suresh Udhavrao Shinde,Graduate Professional,10
Suresha Paswan,10th Pass,21
Sureshdada Patil,Graduate,48
Surinder Bhardwaj,Graduate,1
Surinder Kumar Khosla,10th Pass,2
Surinder Kumar Khullar,Graduate,9
Surinder Pal Singh,Post Graduate,1
Surinder Singh,Not Given,2
Surwade Jairam Girdhar,Post Graduate,4
Surya Bhavani Singh Chawada,Graduate Professional,22
Surya Kumar,10th Pass,70
Suryawanshi Ashok Bhagwanrao,Graduate Professional,15
Suryawanshi Dattaram Balaji,8th Pass,16
Suryawansi Sidharth Tukaram,Doctorate,41
Suryoday Paswan,Graduate,28
Susanta Kumar Dalui,10th Pass,26
Susanta Kumar Jena,10th Pass,7
Susanta Kumar Naskar,10th Pass,22
Sushama Pandurang Gaikwad,10th Pass,34
Sushant Raj Pathak,Graduate,71
Sushant Santosh Dige,12th Pass,48
Sushil Kaushik,Post Graduate,4
Sushil Kumar,10th Pass,24
Sushil Kumar Jindal,10th Pass,11
Sushil Kumar Singh,Post Graduate,37
Sushil Nidhi,12th Pass,4
Sushila Saroj,Post Graduate,34
Sushilkumar Vinayak Padule,10th Pass,40
Sushma Mehta,12th Pass,13
Sushma Swaraj,Graduate Professional,18
Sushma Vitthal Nagpure,12th Pass,11
Sushmita Dev,Post Graduate,2
Sushree Saroj Pandey,Doctorate,7
Susmita Bauri,Graduate Professional,37
Sutariya Dipikaben Jitendrakumar,Graduate,6
Suthar Hansaben Harsukbhai (Gorecha),5th Pass,12
Sutharapu Padmaiah,Graduate,7
Sutharapu Padmaiah,Graduate,10
Suttam Das,5th Pass,42
Suvendu Adhikari,Post Graduate,30
Svpkh Gopala Krishnam Raju S/O. Venkathiraju,Post Graduate,26
Swadesh Kumar,12th Pass,32
Swadesh Ohri,12th Pass,4
Swami Dayal,5th Pass,29
Swami Sachchidanand Hari Sakshi,Doctorate,33
Swaminath,Not Given,37
Swapan Kumar Das,10th Pass,5
Swapan Kumar Mandal,10th Pass,11
Swapan Malik,Literate,38
Swapan Mondal,Graduate,14
Swaran Singh,Graduate,11
Swaran Singh,Graduate,10
Swarnalata Chaliha,Post Graduate,8
Swarnlata Suman,Post Graduate,50
Swati Kerkar,12th Pass,2
Syamalakumari,5th Pass,20
Syed Abdul Gaffer,12th Pass,9
Syed Abid Ahmad Shah,10th Pass,3
Syed Abu Dojana,Graduate,5
Syed Alamdar Hussain,12th Pass,9
Syed Ali Husain,Literate,35
Syed Arif,12th Pass,8
Syed Asif Bukhaari,12th Pass,25
Syed Haneef,Post Graduate,39
Syed Hashmathullah Quadri,10th Pass,10
Syed Jawed Ahmad Jafri,12th Pass,35
Syed Kalbe Rushaid Rizvi,Others,9
Syed Madani Quadri,12th Pass,8
Syed Md Wasim Raza,12th Pass,23
Syed Mehaboob,12th Pass,26
Syed Mohd Rafiq Shah,Post Graduate,1
Syed Mohd. Kazim,10th Pass,4
Syed Mohideen.A.G.,Graduate,26
Syed Mustafa Mahmood,12th Pass,9
Syed Nizam Ahmed,12th Pass,26
Syed Rafiq Ahmed,5th Pass,26
Syed Sajid Ali,Graduate Professional,8
Syed Salman Ali,Graduate,7
Syed Shah Iqbal Alam,12th Pass,12
Syed Shahnawaz Hussain,10th Pass,26
Syed Waheed,10th Pass,7
Syopat Ram,10th Pass,3
T D Baburajan,12th Pass,11
T S Balakrishnan,12th Pass,15
T V Manjunatha Gowda,10th Pass,27
T. Dayananda,5th Pass,18
T. Dhanasekar,Graduate Professional,3
T. E. Moses,Not Given,26
T. Kuldeep Choudary,Graduate Professional,36
T. L. Santhosh,Not Given,10
T. Ponnusamy,8th Pass,3
T. Ravikumar,8th Pass,4
T.Ayyappan,Post Graduate,7
T.Bhavana,10th Pass,18
T.Bheemsen,Graduate Professional,8
T.D. Jagadeesha,10th Pass,16
T.K. Ramajayam,Graduate Professional,3
T.K.S.Elangovan,Post Graduate,3
T.K.Tomy,Others,13
T.N.Bharath Nachiappan,Post Graduate,32
T.Ramachandiran,5th Pass,14
T.Ramasamy,5th Pass,32
T.S.Chaitanya,Others,24
T.S.Senthilkumar,10th Pass,18
T.Siddique,Graduate Professional,1
T.Sivagnanasambandan,Post Graduate,26
T.Somesh,5th Pass,18
Taba Taku,Graduate,1
Tadas Vilas Krushnaji,Graduate,8
Tadivaka Ramesh Naidu,Graduate,20
Tagaram Shankar Lal,Post Graduate,2
Takam Sanjoy,Graduate,1
Tala Hansda,8th Pass,1
Talari Ramulu,12th Pass,4
"Tamilnadu Selvam, Era.",5th Pass,20
"Tamilselvan, K.",Graduate Professional,20
Tamilselvi.S,Post Graduate,30
Tamradwaj Sahu,12th Pass,7
Tanajirao Jagannath Jadhav(Chinchanikar),Graduate,44
Tandale Ambaji Rao,5th Pass,5
Tanish Orang,8th Pass,14
Tanuku Divakar,Post Graduate,21
Tanveer Hussain,Graduate,1
Tanveer Hussain Khan,Graduate Professional,3
Tanvir Maqbool Dar,Graduate Professional,3
Tapan Dasgupta,Graduate Professional,20
Tapan Kumar Mahato,8th Pass,35
Tapan Kumar Saha,Graduate,41
Tapan Naskar,Graduate,20
Tapan Sikdar,Graduate,16
Tapas Mandal,Doctorate,13
Tapas Paul,Graduate,12
Tapas Sarkar,12th Pass,15
Tapas Sinha,Graduate,31
Taphir Husain,5th Pass,33
Tapir Gao,Post Graduate,2
Tara Singh,Graduate,2
Tara Singh Gill,5th Pass,4
Taranga Mondal,Others,19
Tarani Bhoi,10th Pass,3
Tarani Roy,Illiterate,37
Tarapada Biswas,12th Pass,14
Tarch Murmu,Graduate,7
Tariq Hameed Karra,Graduate Professional,2
Tariq Mirza,8th Pass,1
Tariq Parvez,12th Pass,40
Tarkase Pushpa,10th Pass,40
Tarsem Peter,Graduate,4
Tarsem Singh Banga,5th Pass,7
Tarun Kumar,10th Pass,18
Tarun Kumar Das,10th Pass,1
Tarun Mukherjee,Post Graduate,24
Tarunendra Chand Patel,Post Graduate,76
Tarzan Jangde,12th Pass,8
Taslim Uddin,Literate,9
Tate Ashok Santram,12th Pass,39
Tathagata Roy,Graduate Professional,23
Tathagata Satpathy,Others,9
Tatkare Sunil Dattatrey,Others,32
Tatkare Sunil Sham,12th Pass,32
Tatyaso Sitaram Tele,Literate,35
Taviyad Dr. Prabhaben Kishorsinh,Post Graduate,19
Teaj Singh Saini,Illiterate,6
Teekam Kumar Tondre,12th Pass,8
Tej Bahadur,8th Pass,58
Tej Bahadur Singh,Graduate,25
Tej Bahadur Yadav,Graduate Professional,78
Tej Pal Singh,10th Pass,7
Tej Pratap,10th Pass,63
Tej Singh,Graduate,5
Tejas Ankush Ghumare,Literate,39
Tejavath Bellaiah Naik,Graduate Professional,13
Tejpal,Graduate,24
Tejpal Singh,12th Pass,7
Tek Chand Sonwal,12th Pass,6
Tek Nath Dhakal,Post Graduate,1
Tekumudi Venkata Rao,Literate,23
Tellam Venkata Rao,Post Graduate,16
Tera Chinnapa Reddy,Doctorate,13
Tetari Devi,Literate,34
Tetri Urf Sheela Devi,10th Pass,14
"Thaddaus Fernandez,",Post Graduate,24
Thaddeus Lakra,Graduate,8
Thakare Rameshwar (Rameshwar) Sundarlal,10th Pass,11
Thakor Babaji Ravaji,Graduate,2
Thakor Babuji Dhanaji,5th Pass,4
Thakor Baldevji Maganji,5th Pass,4
Thakor Bhupatji Ravaji,10th Pass,2
Thakor Chandrasinh Javansinh,8th Pass,6
Thakor Kevalji Nathaji,Literate,4
Thakor Mansangji Punjaji,5th Pass,4
Thakor Ravaji Juhaji,Literate,6
Thakor Samaratji Balvantsinh,12th Pass,4
Thakriya Ratilal Vajirbhai,5th Pass,26
Thallapalli Srinivas,Post Graduate,2
Thamaraiselvan.R,Not Given,10
Thambidurai.M,Doctorate,23
"Thamilalagan, A.",Post Graduate,23
Thamilarima S,Graduate,31
"Thangadurai, V.",10th Pass,33
Thangapandian.R,12th Pass,22
Thangaraj,Graduate,3
Thangaraj V,5th Pass,17
Thangasamy. V,8th Pass,29
Thangso Baite,Post Graduate,2
Thanuskodi,Others,34
Thennarasu .P,Others,35
Thennilapuram Radhakrishnan,10th Pass,8
Thevendran.T.,Graduate,38
Thiagarajan .R,Graduate Professional,35
Thiagarajan K,12th Pass,15
Thimmappa Uppar,10th Pass,8
Thimme Gowda,Literate,21
Thirumaavalavan,Post Graduate,27
Thirunavukkarasu,Post Graduate,26
Thirunavukkarasu. R,Post Graduate,28
Thirunnavukkarasar .Su,Post Graduate,35
"Thirupathy, T.",Post Graduate,8
"Thirusangu, A",5th Pass,27
Thomas Joseph,10th Pass,20
Thopaiah C,5th Pass,23
Thorat Anandrao Tukaram,Graduate,48
Thorat Dhanraj Vitthal,10th Pass,39
Thorat Sunil Uttamrao,Graduate,26
Thota Chandra Sekhar,Doctorate,27
Thota Venkata Narasimham,Graduate,23
"Thozhar Tamilselvan, P.",Literate,25
Thulasappa Dasar,Post Graduate,26
Thulaseedharan Pallickal,12th Pass,15
Thummar Virjibhai Keshavbhai,Graduate,14
Thuppari Narasimha Swamy,10th Pass,15
Thupstan Chhewang,Graduate Professional,4
Tiger Ram Nihor,8th Pass,55
Tilak Ram,10th Pass,59
Tilakdhari Prasad Singh,Graduate,5
Tiliya Devi,Literate,7
Timothy.T,5th Pass,28
Tirthankar Ray,Graduate,27
Tirupathi Rao Karanam,Graduate Professional,22
Titar Singh,Literate,1
Toruram Meghwal,Literate,3
Tota Tejeswara Rao,Graduate Professional,19
Tribhuvan Madhukar Padmakar,12th Pass,19
Trichur Nazeer,10th Pass,5
Triloki Ghurahu Yadav,8th Pass,25
Tsering Samphel,12th Pass,4
Tufani,Graduate,74
Tufani Nishad,10th Pass,74
Tukadia G.R.,Graduate Professional,11
Tukaram Baburao Mane,Others,28
Tukaram Dasu Gangawane,10th Pass,40
Tula Ram,10th Pass,46
Tuleshwar Singh,Graduate,1
Tulla Veerender,Post Graduate,10
Tulsiram,12th Pass,37
Tumane Gopal Ajabrao,12th Pass,9
Tummalapalli Satya Ramakrishna,Graduate,23
Tupsoundarya Sunita Mohan,12th Pass,28
Tupsundare Balaji Bapurao,8th Pass,40
Turab Ali,Literate,30
Tushar Jana,12th Pass,34
Tusharbhai Amarsinhbhai Chaudhari,Doctorate,23
U K Choudhary (Munna Bhaiya),Post Graduate,15
Ubale Shrikrushna Champatrao,Graduate Professional,8
Uchit Kumar,12th Pass,28
Uda Venkateswararao,Post Graduate,27
Udaia Kumar Musuku,Post Graduate,30
Udaram,8th Pass,15
Udare Minakshi Mahadev,Graduate,41
Udasi Shivakumar Channabasappa,Graduate Professional,10
Uday Alies Udayveer,Not Given,4
Uday Kumar Singh,12th Pass,6
Uday Narain Choudhary,Graduate,40
Uday Pratap Singh,Graduate,17
Uday Pratap Singh,Graduate,17
Uday Singh Urf Pappu Singh,12th Pass,12
Udayakumar S.P.,Doctorate,39
Udayveer,Illiterate,13
Uddhab Barman,Graduate Professional,6
Uddhavrao Balwant Gaikwad,5th Pass,38
Udhav Rangrao Pawar (Patil),Graduate,17
Udhaya Kumar .M,Post Graduate,22
Udit Raj,Doctorate,5
Udyan Sharma,Graduate,17
Ugle Ram Haribhau,10th Pass,18
Ujiyare Lal Dohare,Post Graduate,41
Ujjawal Kant Hunkar,Graduate,21
Ulaganathan .A,12th Pass,6
Ulhas Vasramji Jadhao,Graduate Professional,14
Ullagi David Jaya Kumar,Doctorate,34
Uma Bharti,5th Pass,46
Uma Mageswari R.T.,12th Pass,35
Uma Maheswara Rao Areti,Post Graduate,21
Uma Nath Kole,10th Pass,2
Uma Saren,Graduate Professional,33
Umadevi. M,Post Graduate,26
Umakant,Graduate,37
Umakant Rahi,Post Graduate,39
Umakant Yadav,Graduate Professional,27
Umang Singhar,Graduate,25
Umarani S W/O Sivakumar,8th Pass,15
Umarani. S W/O Selvaraj,Post Graduate,15
Umashankar Tiwari,Graduate Professional,19
Umed Singh,12th Pass,27
Umed Singh,5th Pass,4
Umed Singh,Others,9
Umedbhai L. Patel,10th Pass,1
Umesh,8th Pass,66
Umesh Alies Pani,8th Pass,4
Umesh Arjun Kanchan,8th Pass,36
Umesh Bhujang Masankhamb,12th Pass,34
Umesh Chandra Bharati,Literate,25
Umesh Chandra Mehta,Doctorate,6
Umesh Gautam,Doctorate,25
Umesh Kumar,Graduate,30
Umesh Kumar Verma,Post Graduate,8
Umesh Mukund Waghmare,8th Pass,45
Umesh Sonba Avhad,10th Pass,29
Unadakat Prakash Valabhadas,10th Pass,11
Undru Gani Raju,Post Graduate,24
Unge Rambhau Kundlik,Post Graduate,18
Upendra Chandra Das,8th Pass,2
Upendra Karmakar,5th Pass,9
Upendra Kushwaha,Post Graduate,35
Upendra Nath,Post Graduate,37
Upendra Ram,12th Pass,21
Upendra Ravidas,10th Pass,40
Upendra Singh,Post Graduate,18
Upendra Singh,Graduate Professional,20
Upesh M. Baria,Post Graduate,29
Uppuleti Laxman,5th Pass,3
Urkhao Gwra Brahma,12th Pass,5
Urmila,Graduate,4
Urmila,5th Pass,3
Usha Maurya,12th Pass,49
Usha Rani Verma,Post Graduate,9
Usha Sharan,Literate,37
Usha Verma,Post Graduate,31
Usman,12th Pass,77
Usmanbhai Pirbhai Maghara,Literate,14
Utpala Biswas,Graduate,13
Uttam Rathod,12th Pass,15
Uttamrao Pandurang Rathod,Graduate Professional,15
V Govind,5th Pass,8
V M Raghavan,10th Pass,5
V Muniswamy,Illiterate,28
V Pattabhi,10th Pass,41
V Rakkamuthu,Illiterate,31
V S Jayakumar,Graduate,20
V S Shanavas,10th Pass,8
V V Khalid,8th Pass,1
V Velusamy,Graduate Professional,32
V. Bala Krishnan,Graduate Professional,25
V. Balaji,12th Pass,3
V. Chandramohan,12th Pass,4
V. Dhananjaya Kumar,Graduate Professional,15
V. Gouri Nagamani,10th Pass,16
V. Narayanasamy,Post Graduate,1
V. Rangarajan,Graduate Professional,1
V. Vijaya,12th Pass,1
V.Andichamy,Graduate Professional,32
V.Anna Venkatesh,Graduate,12
V.Dinesh Reddy,Graduate,7
V.Elumalai,Graduate Professional,12
V.G.Ramdoss,Graduate Professional,32
V.K. Sajeeva,Graduate Professional,3
V.Karuppaiah,5th Pass,32
V.Manjunath Bhandary,Doctorate,14
V.Moorthy,5th Pass,12
V.P.Eswaran,Post Graduate,14
V.Radha Krishna Murthy,Post Graduate,29
V.Ravichandran,12th Pass,23
V.Sathyabama,Post Graduate,18
V.Srinivasa,12th Pass,28
V.T.Ikramul Haque,10th Pass,7
Vadaliya Kalubhai Malubhai,8th Pass,9
Vadapalli Raghunadh,Graduate,28
Vaddi Winston Churchil,12th Pass,24
Vadhel Vijaykumar Manjibhai,10th Pass,7
Vadivel Ravanan,Illiterate,29
"Vadivel, A.",10th Pass,7
Vadivel.R,12th Pass,16
"Vadivelu, P.",12th Pass,25
Vadlamuri Krishna Swaroop,Post Graduate,22
Vaghda Jivabhai Devabhai,5th Pass,3
Vaghela Bharatbhai Parsotambhai,12th Pass,16
Vaghela Kishorsinh Mohabbatsinh,8th Pass,6
Vaghela Liladharbhai Khodaji,Graduate Professional,3
Vaghela Narendrabhai Savjibhai,8th Pass,15
Vaghela Prakashbhai Bachubhai,5th Pass,9
Vaghela Shankersinh,Post Graduate,5
Vagish Pathak,Post Graduate,23
Vahora Firojbhai Walimahamad,8th Pass,16
Vaidy Hansraj Dadarao,Graduate Professional,16
Vaiko,Post Graduate,34
Vaishali Ali,Graduate Professional,30
"Vaishali Surendra Borde	",Graduate Professional,33
Vaishali Surendra Borde,Graduate Professional,30
Vaithiyanathan S,12th Pass,11
Vakati Narayana Reddy,Graduate,39
Vakil Vinzuda Ranjitbhai,Graduate Professional,11
"Valaiyapathi, R.",Graduate,23
Vallal Peruman,Graduate Professional,27
Valodara Vrajlal Jivabhai,Literate,14
Vanaroja R,Post Graduate,11
Vangala Sreenivasa Reddy,Graduate,34
Vangalapudi Yeshayya,5th Pass,26
Vaniya Ajmalbhai Ramabhai,Graduate,6
Vaniya Gangajibhai,10th Pass,12
Vanka Ravindranath S/O Satyanarayana,12th Pass,26
Vankar Manilal Bhanabhai,8th Pass,18
Vappan,Graduate Professional,4
Varadan. M,Post Graduate,14
Varaprasad Rao Velagapalli,Doctorate,40
Varikuppala Krishna,8th Pass,14
Varikuti Amruthapani,Post Graduate,32
Varinder Singh,Graduate Professional,1
Varis Ali,8th Pass,12
Varsha Govind Tidke,10th Pass,11
Varun Gandhi,Graduate,38
Vasanagouda Bhandi,12th Pass,3
Vasantha Kumar H.,Post Graduate,39
Vasantha Kumar L.,10th Pass,39
Vasantheesvaran E.,8th Pass,39
Vasanthi.M,Post Graduate,37
Vasantrao Sukhdev Dandage,Graduate,5
Vasava Kishorbhai Chhotubhai,10th Pass,24
Vasava Prafulbhai Devjibhai,Doctorate,21
Vasave Amit Sheklal,12th Pass,1
Vasdeo,Graduate Professional,37
"Vasigaran, S.A.N. Thiru",12th Pass,5
Vasudeva Rao Boddu,5th Pass,19
Vasuki .U,Graduate,2
Vasundhara,Graduate,60
Vattikuti Ramarao Goud,Doctorate,7
Ved Pal,8th Pass,8
Ved Prakash,10th Pass,4
Ved Prakash Mall,Not Given,66
Vedpal Shasatri,Graduate,37
Vedparkash Bhartiya,10th Pass,8
Veena Ajaya Kumar,Graduate Professional,38
Veena Bharti,8th Pass,35
Veena Devi,8th Pass,28
Veer Shesherao Chokhoba,Graduate,39
Veera Anil Kumar Reddy Gandluru,Graduate Professional,38
Veerabhadrappa Kabbinad,5th Pass,10
Veeramalai.A,12th Pass,24
Veerchandra Paswan,Post Graduate,21
Veerendrakumar,5th Pass,8
Vegad Nathabhai (Vegadbhai Pragnachakshu Umedvar),12th Pass,15
Veilumuthukumar.P,10th Pass,38
Vel.S.K,Graduate Professional,16
Velani Shantilal Karamshih,5th Pass,5
Velaram,Doctorate,19
Velayudhan K. P.,10th Pass,5
"Velayutham, C.",5th Pass,25
Velchsamy .R,8th Pass,35
Velladhurai A,8th Pass,31
Velladurai.P.,Others,37
Velmurugan A,Others,11
Velthuru Mallaiah,10th Pass,2
Velu V,8th Pass,24
"Velu, D.",8th Pass,7
"Velu, R.",10th Pass,7
"Velu, R.",Doctorate,7
"Velu, V.",12th Pass,7
Velusamy.S,10th Pass,16
Vemula Krishna Rao,Graduate Professional,33
Venkanna Kannam,12th Pass,15
Venkanna Neerudu,Post Graduate,15
Venkat Reddy Surakanti,Graduate Professional,7
Venkata Appala Narasimha Rao Karra,Graduate Professional,23
Venkata Rama Rao Uppala,10th Pass,27
Venkata Swetha Chalapathi Kumara Krishna Rangarao Ravu,12th Pass,20
Venkatesan G,10th Pass,22
Venkatesan S,Graduate,13
"Venkatesan, R.",10th Pass,8
Venkatesh Babu .T.G,Post Graduate,2
Venkatesh D T,Post Graduate,27
Venkatesh.A,Post Graduate,38
Venkateswara Rao Maganti,10th Pass,27
Vennila. K,10th Pass,14
Venu Esampelly,10th Pass,15
Venu Gopal.P,Post Graduate,9
